rname,raddress,roverall_raw,rfood_raw,rservice_raw,rvalue_raw,ratmo_raw,cname,mname,roverall,rfood,rservice,rvalue,ratmo
Mitzil Mexican Bakery & Deli,"212 Molalla Ave, Oregon City, OR 97045-2687",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,90,80,80,70
Sam City Fusion,"2180 Pacific Blvd SE, Albany, OR 97321-5271",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,80,80,80,80,80
Original Pancake House,"8601 SW 24th Ave, Portland, OR 97219-4034",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Fresh Vegetarian Omelette,80,90,80,80,70
Oishi,"511 SW 6th St, Redmond, OR 97756-2702",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Sushi,,90,90,90,80,90
Stonehedge Gardens Wine Country Bistro,"3405 Wine Country Avenue, Hood River, OR 97031-9783",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,American,,90,90,90,#VALUE!,90
Mi Famiglia Wood Oven Pizzeria,"701 Main St, Oregon City, OR 97045-1800",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Vegetarian Friendly,,90,90,80,80,80
Divots Restaurant At Indian,"3605 Brookside Dr, Hood River, OR 97031-8538",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,,90,90,80,80,90
Red Robin Gourmet Burgers,"2200 NW Stewart Pkwy, Roseburg, OR 97471-5544",4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Gluten Free Options,,80,70,80,80,80
Sushi Kata Japanese Restaurant,"13809 SE McLoughlin Blvd, Milwaukie, OR 97222-7161",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Japanese,,90,90,90,80,80
The Highland Stillhouse Pub,"201 S 2nd St, Oregon City, OR 97045-2905",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Coconut Prawns,80,90,80,80,90
Salud Restaurant and Brewery,"537 SE Jackson St, Roseburg, OR 97470-3946",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,80,90,80,70
Alexander's Greek Cuisine,"643 SE Jackson St, Roseburg, OR 97470-4935",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Greek,,90,80,80,80,70
Brickhouse Restaurant,"412 SW 6th St, Redmond, OR 97756-2203",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Onion Rings,80,80,90,80,80
McMenamins,"102 9th St, Oregon City, OR 97045-1839",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,American,,80,80,70,80,80
One Street Down Cafe,"124 SW 7th St, Redmond, OR 97756-2110",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Daily Benedict,90,90,90,80,90
Three River's Grill,"601 Oak St, Hood River, OR 97031-1811",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,½ Sandwich with Your Choice of Soup or Salad,80,80,80,80,90
Tucci Ristorante,"220 A Ave, Ste 108, Lake Oswego, OR 97034-3195",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,"arancini fried risotto balls w/mozzarella, spicy aioli",90,90,90,80,90
Novak's Hungarian Restaurant,"208 2nd Ave SW, Albany, OR 97321-2233",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Eggs Florentine,90,90,90,80,80
Los Dos Amigos,"2133 Santiam Hwy SE, Albany, OR 97322-5204",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,80,90,80,70
Biscuits Cafe,"4200 Mercantile Dr, No. 790, Lake Oswego, OR 97035-3597",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,American,,80,90,90,80,70
Sam City Fusion,"2180 Pacific Blvd SE, Albany, OR 97321-5271",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Summer Roll,80,80,80,80,80
Lee's Chinese Restaurant,"2011 NE Stephens St, Roseburg, OR 97470-1437",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,Chinese,,80,80,90,80,60
Novak's Hungarian Restaurant,"208 2nd Ave SW, Albany, OR 97321-2233",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Hungarian Hash & Eggs,90,90,90,80,80
The Mesquitery,"1219 12th St, Hood River, OR 97031-1603",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Chips & Homemade Salsa,90,80,80,80,80
Dang's Thai Kitchen,"670 N State St, Lake Oswego, OR 97034-2437",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,80,80,80,80,80
Karen's Coffee Cup,"2445 NE Diamond Lake Blvd, Roseburg, OR 97470-3644",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,American,,80,80,90,80,70
Double Mountain Brewery,"8 4th St Ste 204, Hood River, OR 97031-2123",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Jamon Torta,90,90,90,80,80
Crazy Pepper,"103 4th St, Hood River, OR 97031-2072",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Quesadilla,80,80,90,80,80
Chart House,"5700 SW Terwilliger, Portland, OR 97239",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Jumbo Shrimp Cocktail,80,80,90,80,90
Gubanc's,"16008 Boones Ferry Rd, Lake Oswego, OR 97035-4304",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Onion Rings,90,80,90,80,80
Three River's Grill,"601 Oak St, Hood River, OR 97031-1811",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Spinach Salad with Fresh Seasonal Fruit,80,80,80,80,90
Diego's Spirited Kitchen,"447 SW 6th St, Redmond, OR 97756-2204",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Tex Mex,90,90,90,80,80
Kowloon Restaurant,"2686 NE Diamond Lake Blvd, Roseburg, OR 97470-3647",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Grilled Oysters,80,80,80,80,70
Mazatlan Mexican Restaurant,"1302 S Highway 97, Redmond, OR 97756-9575",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Fresh Ceviche,90,80,90,80,90
Romul's,"315 Oak St, Hood River, OR 97031-2062",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Italian,,80,80,90,80,90
Brian's Pourhouse,"606 Oak St, Hood River, OR 97031-1812",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Pine Street Bakery Baquette,80,80,90,80,90
Diego's Spirited Kitchen,"447 SW 6th St, Redmond, OR 97756-2204",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Guacamole Frescos,90,90,90,80,80
House of Noodle,"2025 Santiam Hwy SE, Albany, OR 97322-4930",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Westside Wonton,80,80,80,80,70
Madaline's Grill Mexican American Bistro,"2414 S Highway 97, Redmond, OR 97756-8874",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,American,,80,90,90,80,80
Biscuits Cafe,"19273 Molalla Ave Ste H, Oregon City, OR 97045-8053",4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,American,,80,70,80,80,70
Black Bear Diner,"429 NW Cedar Ave, Suite 107, Redmond, OR 97756-1801",3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Bigfoot Chicken Fried Steak & Eggs* (2300 cals.),70,70,70,80,80
La Sen Vietnameese Grill,"22000 Willamette Dr, Suite 101, West Linn, OR 97068-3275",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Vietnamese,,90,90,90,80,#VALUE!
Nebbiolo Restaurant & Wine Bar,"800 Main St, Oregon City, OR 97045-1817",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Olivas Misto,90,90,90,80,90
Big D's Smokin Q,"2530 Pacific Blvd SE, Albany, OR 97321-5071",5,ui_bubble_rating bubble_50,ui_bubble_rating bubble_50,null,null,American,,100,100,100,#VALUE!,#VALUE!
Vault 244 Bistro,"244 1st Ave W, Albany, OR 97321-2224",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Pizzetta,90,90,90,80,90
Tinos Tacos,"792 NW Garden Valley Blvd, Roseburg, OR 97471-1919",4.5,ui_bubble_rating bubble_50,ui_bubble_rating bubble_45,null,null,,,90,100,90,#VALUE!,#VALUE!
Bugatti's Oregon City,"334 Warner Milne Rd, Oregon City, OR 97045-4046",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Fried Ravioli,80,80,90,80,80
Sesame Asian Kitchen,"21 Winburn Way, Ashland, OR 97520-2735",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Asian,,80,80,80,80,80
Three River's Grill,"601 Oak St, Hood River, OR 97031-1811",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Caesar Salad with Crostini and Parmesan,80,80,80,80,90
Sybaris,"442 1st Ave W, Albany, OR 97321-2228",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_50,null,ui_bubble_rating bubble_45,,"Cauliflower & onion pakoras, chile-mint yogurt",90,90,100,#VALUE!,90
Stone Cliff Inn,"17900 S Clackamas River Dr, Hwy 224, Oregon City, OR 97045-8488",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,80,80,80,80,90
Boda's Kitchen,"404 Oak St, Hood River, OR 97031-2032",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Deli,,90,90,90,80,80
Shanti's Indian Cuisine,"780 NW Garden Valley Blvd, Roseburg, OR 97471-1955",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Samosas,80,80,80,80,70
Full Sail Brewing Co,"506 Columbia St, Hood River, OR 97031-2000",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Fresh Baked Foccacia Bread,80,80,80,80,90
Brickhouse Restaurant,"412 SW 6th St, Redmond, OR 97756-2203",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,American,,80,80,90,80,80
"Red Martini, Wine Bar & Grill","509 SW 6th St, Redmond, OR 97756-2702",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Fusion,,90,90,90,80,90
Gubanc's,"16008 Boones Ferry Rd, Lake Oswego, OR 97035-4304",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,American,,90,80,90,80,80
Old soul pizza,"525 SE Main St, Roseburg, OR 97470-4933",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,Vegetarian Friendly,,90,90,80,80,#VALUE!
Sixth Street Bistro & Loft,"509 Cascade Ave Ste A, Hood River, OR 97031-2060",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,90,90,80,80
Denny's,"3435 Spicer Dr SE, Albany, OR 97322-7039",4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,null,null,American,,80,70,70,#VALUE!,#VALUE!
Celilo Restaurant and Bar,"16 Oak St, Hood River, OR 97031-2310",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Vegan Options,,90,90,90,80,90
five-0-three restaurant & bar,"21900 Willamette Dr, West Linn, OR 97068-3280",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,pan seared crab cakes,80,80,90,80,80
Umami Sushi & Asian Cuisine,"62 E Main St, Ashland, OR 97520-1814",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pork Dumplings,80,90,90,80,80
Full Sail Brewing Co,"506 Columbia St, Hood River, OR 97031-2000",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,80,80,80,80,90
New Hing's Restaurant,"517 Main St, Oregon City, OR 97045-1810",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,,Fried Won Ton,80,80,80,80,60
Egg River Cafe,"1313 Oak St, Hood River, OR 97031-1411",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Cafe,,90,90,80,80,70
Ranee's on Main,"1003 Main St, Oregon City, OR 97045-1001",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,,,90,90,90,#VALUE!,90
Casey's Restaurant,"326 NW Garden Valley Blvd, Roseburg, OR 97470-5107",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Vegetarian Friendly,,80,80,90,80,70
"Red Martini, Wine Bar & Grill","509 SW 6th St, Redmond, OR 97756-2702",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,,90,90,90,80,90
five-0-three restaurant & bar,"21900 Willamette Dr, West Linn, OR 97068-3280",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,salt and pepper calamari,80,80,90,80,80
The Highland Stillhouse Pub,"201 S 2nd St, Oregon City, OR 97045-2905",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Deep Fried Mushrooms,80,90,80,80,90
Baird's on B,"485 2nd St, Corner of 2nd and B Ave, Lake Oswego, OR 97034-3126",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,Seafood,,90,90,90,#VALUE!,90
New Hing's Restaurant,"517 Main St, Oregon City, OR 97045-1810",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,,"Six In One ""Lazy Susan""",80,80,80,80,60
Umami Sushi & Asian Cuisine,"62 E Main St, Ashland, OR 97520-1814",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Crystal Shrimp Dumplings,80,90,90,80,80
One Street Down Cafe,"124 SW 7th St, Redmond, OR 97756-2110",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Huevos Rancheros,90,90,90,80,90
Simon's at the Columbia Gorge Hotel,"4000 Westcliff Dr, Hood River, OR 97031-8711",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Vegetarian Friendly,,80,80,80,80,90
Egg River Cafe,"1313 Oak St, Hood River, OR 97031-1411",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Bbq Chicken  Toastada,90,90,80,80,70
Pho House,"1604 S Highway 97, Suite 9, Redmond, OR 97756-8420",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pablo's Famous Shrimp Ceviche,90,90,90,80,80
Super Torta,"710 Washington St, Oregon City, OR 97045-1943",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_30,,Super Torta (Mexican Sandwich),90,90,90,#VALUE!,60
Shanti's Indian Cuisine,"780 NW Garden Valley Blvd, Roseburg, OR 97471-1955",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Onion Pakoras,80,80,80,80,70
Red Robin Gourmet Burgers,"2200 NW Stewart Pkwy, Roseburg, OR 97471-5544",4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,80,70,80,80,80
The Mesquitery,"1219 12th St, Hood River, OR 97031-1603",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,American,,90,80,80,80,80
Pangea,"272 E Main St, Ashland, OR 97520-1831",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Soups Redefined,90,90,80,80,80
New Hing's Restaurant,"517 Main St, Oregon City, OR 97045-1810",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,,Crispy Egg Rolls,80,80,80,80,60
Oswego Grill,"7 Centerpointe Dr, Lake Oswego, OR 97035-8601",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,90,90,90,80,90
Hale's,"17502 SE McLoughlin Blvd, Milwaukie, OR 97267-5907",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,90,90,80,80
Smith Rock Brewing,"546 NW 7th St, Redmond, OR 97756-1628",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,American,,90,90,90,80,80
Beasys On The Creek,"51 Water St Ste 333, Ashland, OR 97520-1841",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Combo Cocktail,80,80,80,80,90
Muchas Gracis,"2697 Pacific Blvd SE, Albany, OR 97321-5074",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,null,Fast Food,,90,90,90,#VALUE!,#VALUE!
Ranee's on Main,"1003 Main St, Oregon City, OR 97045-1001",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,American,,90,90,90,#VALUE!,90
Egg River Cafe,"1313 Oak St, Hood River, OR 97031-1411",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Sante Fe Roll Up,90,90,80,80,70
Pho Thi,"716 Main St Ste B, Oregon City, OR 97045-1826",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,80,80,80,70
Mi Cielo Mexican Restaurant,"950 SW Veterans Way Ste 102, Redmond, OR 97756-2553",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Neera Modelo,90,90,90,80,80
five-0-three restaurant & bar,"21900 Willamette Dr, West Linn, OR 97068-3280",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,black truffle and gruyere mac and cheese,80,80,90,80,80
Pepper Tree Sausage House,"1125 Salem Ave SE, Albany, OR 97321-3032",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,American,,90,90,90,80,70
One Street Down Cafe,"124 SW 7th St, Redmond, OR 97756-2110",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Monte Cristo,90,90,90,80,90
Dino's Ristorante Italiano,"404 SE Jackson St, Roseburg, OR 97470-4922",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Antipasti Della Casa,90,90,90,80,80
Shanti's Indian Cuisine,"780 NW Garden Valley Blvd, Roseburg, OR 97471-1955",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,80,80,80,70
Casetta di Pasta,"300 2nd Ave SW, Suite 112, Albany, OR 97321-2489",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Italian,,90,90,80,80,80
Full Sail Brewing Co,"506 Columbia St, Hood River, OR 97031-2000",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Trio of Snacks,80,80,80,80,90
Los Tequila,"2525 Santiam Hwy SE, Albany, OR 97322-5212",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Mexican,,90,90,90,80,80
Riverside Restaurant,"1108 E Marina Way, Best Western Plus Hood River Inn, Hood River, OR 97031-2378",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,BREAKFAST TOSTADA,90,90,90,80,90
Sesame Asian Kitchen,"21 Winburn Way, Ashland, OR 97520-2735",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Vegetarian Friendly,,80,80,80,80,80
